transaction_id,order_datetime_utc,ingested_at_utc,country,source_system,source_scenario,product_code,product_name,product_category,brand,sales_channel,quantity,unit_price,currency,discount_pct,gross_amount,net_amount
TXN-DE-3-000020,2026-08-27 21:28:27,2026-08-27 21:34:27,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,7,37.0,EUR,0.15,259.0,220.15
TXN-DE-3-000021,2026-08-27 19:09:14,2026-08-27 19:11:14,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Wholesale,8,21.0,EUR,0.0,168.0,168.0
TXN-DE-3-000022,2026-08-27 09:44:43,2026-08-27 09:47:43,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,7,32.0,EUR,0.0,224.0,224.0
TXN-DE-3-000023,2026-08-27 10:45:54,2026-08-27 10:50:54,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,D2C,5,32.0,EUR,0.05,160.0,152.0
TXN-DE-3-000024,2026-08-27 04:47:57,2026-08-27 04:49:57,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,4,17.0,EUR,0.0,68.0,68.0
TXN-DE-3-000025,2026-08-27 18:58:30,2026-08-27 19:01:30,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,9,90.0,EUR,0.1,810.0,729.0
TXN-DE-3-000026,2026-08-27 18:08:22,2026-08-27 18:09:22,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,8,10.5,EUR,0.05,84.0,79.8
TXN-DE-3-000027,2026-08-27 18:43:36,2026-08-27 18:44:36,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,4,21.0,EUR,0.0,84.0,84.0
TXN-DE-3-000028,2026-08-27 16:08:51,2026-08-27 16:14:51,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,E-commerce,4,21.0,EUR,0.0,84.0,84.0
TXN-DE-3-000029,2026-08-27 04:56:18,2026-08-27 04:58:18,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,9,37.0,EUR,0.0,333.0,333.0
TXN-DE-3-000030,2026-08-27 00:22:40,2026-08-27 00:27:40,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Wholesale,12,85.0,EUR,0.0,1020.0,1020.0
TXN-DE-3-000031,2026-08-27 07:16:44,2026-08-27 07:19:44,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,9,9.5,EUR,0.15,85.5,72.67
TXN-DE-3-000032,2026-08-27 01:26:11,2026-08-27 01:32:11,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,4,37.0,EUR,0.2,148.0,118.4
TXN-DE-3-000033,2026-08-27 18:14:31,2026-08-27 18:20:31,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,6,17.0,EUR,0.0,102.0,102.0
TXN-DE-3-000034,2026-08-27 14:15:41,2026-08-27 14:18:41,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,10,17.0,EUR,0.05,170.0,161.5
TXN-DE-3-000035,2026-08-27 20:04:59,2026-08-27 20:10:59,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,11,10.5,EUR,0.1,115.5,103.95
TXN-DE-3-000036,2026-08-27 07:01:19,2026-08-27 07:06:19,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Pharmacy/B2B,6,90.0,EUR,0.0,540.0,540.0
TXN-DE-3-000037,2026-08-27 11:37:52,2026-08-27 11:39:52,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,7,32.0,EUR,0.2,224.0,179.2
TXN-DE-3-000038,2026-08-27 17:43:26,2026-08-27 17:47:26,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,5,10.5,EUR,0.0,52.5,52.5
TXN-DE-3-000039,2026-08-27 14:32:09,2026-08-27 14:33:09,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,1,43.0,EUR,0.0,43.0,43.0
TXN-DE-3-000040,2026-08-27 17:02:06,2026-08-27 17:05:06,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,11,43.0,EUR,0.15,473.0,402.05
TXN-DE-3-000041,2026-08-27 15:48:08,2026-08-27 15:54:08,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,5,17.0,EUR,0.1,85.0,76.5
TXN-DE-3-000042,2026-08-27 09:58:40,2026-08-27 10:03:40,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Pharmacy/B2B,4,9.5,EUR,0.0,38.0,38.0
TXN-DE-3-000043,2026-08-27 08:21:10,2026-08-27 08:27:10,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,8,17.0,EUR,0.15,136.0,115.6
TXN-DE-3-000044,2026-08-27 17:01:25,2026-08-27 17:04:25,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,3,21.0,EUR,0.2,63.0,50.4
TXN-DE-3-000045,2026-08-27 19:13:59,2026-08-27 19:16:59,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,11,26.0,EUR,0.05,286.0,271.7
TXN-DE-3-000046,2026-08-27 13:13:09,2026-08-27 13:17:09,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,6,10.5,EUR,0.1,63.0,56.7
TXN-DE-3-000047,2026-08-27 18:49:41,2026-08-27 18:55:41,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,Wholesale,10,9.5,EUR,0.15,95.0,80.75
TXN-DE-3-000048,2026-08-27 04:33:02,2026-08-27 04:38:02,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,6,26.0,EUR,0.0,156.0,156.0
TXN-DE-3-000049,2026-08-27 15:48:11,2026-08-27 15:50:11,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,6,32.0,EUR,0.0,192.0,192.0
TXN-DE-3-000050,2026-08-27 09:19:47,2026-08-27 09:22:47,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,2,37.0,EUR,0.05,74.0,70.3
TXN-DE-3-000051,2026-08-27 01:39:35,2026-08-27 01:43:35,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,3,9.5,EUR,0.2,28.5,22.8
TXN-DE-3-000052,2026-08-27 23:41:32,2026-08-27 23:45:32,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,7,32.0,EUR,0.0,224.0,224.0
TXN-DE-3-000053,2026-08-27 12:45:01,2026-08-27 12:47:01,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,E-commerce,11,21.0,EUR,0.15,231.0,196.35
TXN-DE-3-000054,2026-08-27 14:42:39,2026-08-27 14:46:39,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,7,9.5,EUR,0.15,66.5,56.52
TXN-DE-3-000055,2026-08-27 12:03:52,2026-08-27 12:04:52,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,7,90.0,EUR,0.0,630.0,630.0
TXN-DE-3-000056,2026-08-27 03:26:18,2026-08-27 03:32:18,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Wholesale,7,21.0,EUR,0.0,147.0,147.0
TXN-DE-3-000057,2026-08-27 11:25:08,2026-08-27 11:26:08,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,1,10.5,EUR,0.0,10.5,10.5
TXN-DE-3-000058,2026-08-27 21:02:55,2026-08-27 21:03:55,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,7,37.0,EUR,0.05,259.0,246.05
TXN-DE-3-000059,2026-08-27 22:46:46,2026-08-27 22:48:46,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,9,9.5,EUR,0.2,85.5,68.4
TXN-DE-3-000060,2026-08-27 08:11:05,2026-08-27 08:13:05,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,E-commerce,12,21.0,EUR,0.15,252.0,214.2
TXN-DE-3-000061,2026-08-27 18:35:15,2026-08-27 18:37:15,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,3,10.5,EUR,0.05,31.5,29.92
TXN-DE-3-000062,2026-08-27 07:41:23,2026-08-27 07:45:23,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Pharmacy/B2B,10,26.0,EUR,0.0,260.0,260.0
TXN-DE-3-000063,2026-08-27 18:30:32,2026-08-27 18:36:32,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,12,21.0,EUR,0.05,252.0,239.4
TXN-DE-3-000064,2026-08-27 00:06:00,2026-08-27 00:09:00,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,1,10.5,EUR,0.1,10.5,9.45
TXN-DE-3-000065,2026-08-27 15:46:48,2026-08-27 15:52:48,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,4,85.0,EUR,0.15,340.0,289.0
TXN-DE-3-000066,2026-08-27 02:14:48,2026-08-27 02:15:48,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,5,26.0,EUR,0.1,130.0,117.0
TXN-DE-3-000067,2026-08-27 06:14:14,2026-08-27 06:18:14,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,2,10.5,EUR,0.0,21.0,21.0
TXN-DE-3-000068,2026-08-27 19:31:09,2026-08-27 19:37:09,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,5,37.0,EUR,0.1,185.0,166.5
TXN-DE-3-000069,2026-08-27 02:34:10,2026-08-27 02:40:10,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,D2C,8,90.0,EUR,0.0,720.0,720.0
TXN-DE-3-000070,2026-08-27 11:21:03,2026-08-27 11:27:03,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,E-commerce,10,32.0,EUR,0.05,320.0,304.0
TXN-DE-3-000071,2026-08-27 01:00:40,2026-08-27 01:05:40,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,E-commerce,6,43.0,EUR,0.2,258.0,206.4
TXN-DE-3-000072,2026-08-27 12:41:11,2026-08-27 12:47:11,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Wholesale,1,21.0,EUR,0.1,21.0,18.9
TXN-DE-3-000073,2026-08-27 14:39:59,2026-08-27 14:42:59,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,8,43.0,EUR,0.05,344.0,326.8
TXN-DE-3-000074,2026-08-27 05:28:41,2026-08-27 05:32:41,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,9,17.0,EUR,0.15,153.0,130.05
TXN-DE-3-000075,2026-08-27 07:26:37,2026-08-27 07:28:37,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,11,90.0,EUR,0.05,990.0,940.5
TXN-DE-3-000076,2026-08-27 22:38:52,2026-08-27 22:39:52,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,2,26.0,EUR,0.1,52.0,46.8
TXN-DE-3-000077,2026-08-27 19:37:12,2026-08-27 19:39:12,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,Wholesale,6,17.0,EUR,0.15,102.0,86.7
TXN-DE-3-000078,2026-08-27 20:09:57,2026-08-27 20:14:57,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,8,9.5,EUR,0.1,76.0,68.4
TXN-DE-3-000079,2026-08-27 08:33:55,2026-08-27 08:38:55,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,5,26.0,EUR,0.0,130.0,130.0
TXN-DE-3-000080,2026-08-27 08:15:49,2026-08-27 08:19:49,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Wholesale,2,32.0,EUR,0.0,64.0,64.0
TXN-DE-3-000081,2026-08-27 03:57:05,2026-08-27 04:02:05,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,Pharmacy/B2B,4,43.0,EUR,0.05,172.0,163.4
TXN-DE-3-000082,2026-08-27 11:01:01,2026-08-27 11:03:01,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,2,10.5,EUR,0.0,21.0,21.0
TXN-DE-3-000083,2026-08-27 15:00:59,2026-08-27 15:04:59,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,D2C,12,26.0,EUR,0.0,312.0,312.0
TXN-DE-3-000084,2026-08-27 06:11:08,2026-08-27 06:17:08,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,D2C,5,37.0,EUR,0.0,185.0,185.0
TXN-DE-3-000085,2026-08-27 01:49:13,2026-08-27 01:54:13,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,6,10.5,EUR,0.05,63.0,59.85
TXN-DE-3-000086,2026-08-27 18:20:50,2026-08-27 18:23:50,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,E-commerce,1,9.5,EUR,0.05,9.5,9.03
TXN-DE-3-000087,2026-08-27 13:41:27,2026-08-27 13:45:27,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,E-commerce,5,26.0,EUR,0.1,130.0,117.0
TXN-DE-3-000088,2026-08-27 09:51:27,2026-08-27 09:54:27,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,9,17.0,EUR,0.2,153.0,122.4
TXN-DE-3-000089,2026-08-27 11:44:44,2026-08-27 11:47:44,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,12,21.0,EUR,0.2,252.0,201.6
TXN-DE-3-000090,2026-08-27 20:34:53,2026-08-27 20:39:53,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,Pharmacy/B2B,10,32.0,EUR,0.05,320.0,304.0
TXN-DE-3-000091,2026-08-27 18:22:00,2026-08-27 18:25:00,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,9,85.0,EUR,0.1,765.0,688.5
TXN-DE-3-000092,2026-08-27 07:06:42,2026-08-27 07:11:42,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,D2C,3,21.0,EUR,0.15,63.0,53.55
TXN-DE-3-000093,2026-08-27 23:51:07,2026-08-27 23:56:07,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Pharmacy/B2B,3,26.0,EUR,0.15,78.0,66.3
TXN-DE-3-000094,2026-08-27 06:49:37,2026-08-27 06:55:37,DE,SaaS Platform,D,DER-001,Dermacare GlowSerum,Aesthetic,Dermacare,E-commerce,10,32.0,EUR,0.15,320.0,272.0
TXN-DE-3-000095,2026-08-27 07:53:30,2026-08-27 07:58:30,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Wholesale,8,21.0,EUR,0.05,168.0,159.6
TXN-DE-3-000096,2026-08-27 19:40:12,2026-08-27 19:46:12,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,2,37.0,EUR,0.0,74.0,74.0
TXN-DE-3-000097,2026-08-27 11:28:40,2026-08-27 11:29:40,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,8,17.0,EUR,0.0,136.0,136.0
TXN-DE-3-000098,2026-08-27 09:00:51,2026-08-27 09:02:51,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,D2C,1,90.0,EUR,0.2,90.0,72.0
TXN-DE-3-000099,2026-08-27 23:39:28,2026-08-27 23:41:28,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,9,90.0,EUR,0.2,810.0,648.0
TXN-DE-3-000100,2026-08-27 18:35:37,2026-08-27 18:39:37,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,5,17.0,EUR,0.0,85.0,85.0
TXN-DE-3-000101,2026-08-27 16:50:19,2026-08-27 16:53:19,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Wholesale,7,26.0,EUR,0.0,182.0,182.0
TXN-DE-3-000102,2026-08-27 03:40:32,2026-08-27 03:46:32,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,7,85.0,EUR,0.05,595.0,565.25
TXN-DE-3-000103,2026-08-27 10:38:19,2026-08-27 10:42:19,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,E-commerce,11,17.0,EUR,0.2,187.0,149.6
TXN-DE-3-000104,2026-08-27 01:53:11,2026-08-27 01:55:11,DE,SaaS Platform,D,SAN-001,SanaPlus PainRelief,OTC,SanaPlus,D2C,7,9.5,EUR,0.05,66.5,63.17
TXN-DE-3-000105,2026-08-27 01:30:16,2026-08-27 01:32:16,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Wholesale,9,37.0,EUR,0.0,333.0,333.0
TXN-DE-3-000106,2026-08-27 23:16:41,2026-08-27 23:20:41,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,Pharmacy/B2B,5,37.0,EUR,0.1,185.0,166.5
TXN-DE-3-000107,2026-08-27 01:45:07,2026-08-27 01:47:07,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,5,85.0,EUR,0.2,425.0,340.0
TXN-DE-3-000108,2026-08-27 06:53:04,2026-08-27 06:59:04,DE,SaaS Platform,D,MED-001,Medora Cardio 10mg,Prescription,Medora,Wholesale,10,43.0,EUR,0.0,430.0,430.0
TXN-DE-3-000109,2026-08-27 09:00:57,2026-08-27 09:03:57,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,5,10.5,EUR,0.15,52.5,44.62
TXN-DE-3-000110,2026-08-27 02:48:05,2026-08-27 02:52:05,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,1,37.0,EUR,0.1,37.0,33.3
TXN-DE-3-000111,2026-08-27 00:17:06,2026-08-27 00:21:06,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Pharmacy/B2B,3,90.0,EUR,0.0,270.0,270.0
TXN-DE-3-000112,2026-08-27 03:44:50,2026-08-27 03:49:50,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Pharmacy/B2B,4,90.0,EUR,0.15,360.0,306.0
TXN-DE-3-000113,2026-08-27 05:14:40,2026-08-27 05:18:40,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,Pharmacy/B2B,1,17.0,EUR,0.0,17.0,17.0
TXN-DE-3-000114,2026-08-27 09:04:15,2026-08-27 09:09:15,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,Pharmacy/B2B,9,85.0,EUR,0.15,765.0,650.25
TXN-DE-3-000115,2026-08-27 14:51:50,2026-08-27 14:53:50,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,Wholesale,11,90.0,EUR,0.05,990.0,940.5
TXN-DE-3-000116,2026-08-27 06:14:39,2026-08-27 06:19:39,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,E-commerce,2,21.0,EUR,0.1,42.0,37.8
TXN-DE-3-000117,2026-08-27 03:48:46,2026-08-27 03:54:46,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,E-commerce,7,21.0,EUR,0.05,147.0,139.65
TXN-DE-3-000118,2026-08-27 16:05:23,2026-08-27 16:08:23,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,4,10.5,EUR,0.1,42.0,37.8
TXN-DE-3-000119,2026-08-27 07:06:10,2026-08-27 07:10:10,DE,SaaS Platform,D,VIT-002,Vitalis Multivit,Supplement,Vitalis,D2C,8,17.0,EUR,0.1,136.0,122.4
TXN-DE-3-000120,2026-08-27 22:29:20,2026-08-27 22:34:20,DE,SaaS Platform,D,DER-002,Dermacare LiftCream,Aesthetic,Dermacare,E-commerce,5,37.0,EUR,0.2,185.0,148.0
TXN-DE-3-000121,2026-08-27 14:30:23,2026-08-27 14:35:23,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,E-commerce,10,90.0,EUR,0.0,900.0,900.0
TXN-DE-3-000122,2026-08-27 20:05:48,2026-08-27 20:08:48,DE,SaaS Platform,D,VIT-001,Vitalis C1000,Supplement,Vitalis,Pharmacy/B2B,12,21.0,EUR,0.0,252.0,252.0
TXN-DE-3-000123,2026-08-27 16:33:46,2026-08-27 16:38:46,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,E-commerce,9,10.5,EUR,0.05,94.5,89.77
TXN-DE-3-000124,2026-08-27 21:25:47,2026-08-27 21:27:47,DE,SaaS Platform,D,PUR-001,PureLife GlucoMonitor,Medical Device,PureLife,E-commerce,11,85.0,EUR,0.0,935.0,935.0
TXN-DE-3-000125,2026-08-27 08:54:24,2026-08-27 08:59:24,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,D2C,8,10.5,EUR,0.15,84.0,71.4
TXN-DE-3-000126,2026-08-27 05:37:42,2026-08-27 05:42:42,DE,SaaS Platform,D,PUR-002,PureLife BP Monitor,Medical Device,PureLife,D2C,10,90.0,EUR,0.15,900.0,765.0
TXN-DE-3-000127,2026-08-27 09:10:08,2026-08-27 09:12:08,DE,SaaS Platform,D,MED-002,Medora Derm Cream,Prescription,Medora,Pharmacy/B2B,5,26.0,EUR,0.15,130.0,110.5
TXN-DE-3-000128,2026-08-27 12:30:44,2026-08-27 12:35:44,DE,SaaS Platform,D,SAN-002,SanaPlus ColdFlu,OTC,SanaPlus,Wholesale,2,10.5,EUR,0.1,21.0,18.9
